resort_slug,resort_name,state_code,state_name,country_code,country_name,is_active,is_region
bruce-mound-us,Bruce Mound,WI,WI,US,United States,True,False
brundage-us,Brundage,ID,ID,US,United States,True,False
bryce-resort-us,Bryce Resort,VA,VA,US,United States,True,False
buck-hill-us,Buck Hill,MN,MN,US,United States,True,False
buckhorn-ski-club-us,Buckhorn Ski Club,CA,CA,US,United States,True,False
buena-vista-us,Buena Vista,MN,MN,US,United States,True,False
buffalo-ski-club-us,Buffalo Ski Club,NY,NY,US,United States,True,False
burke-mountain-us,Burke Mountain,VT,VT,US,United States,True,False
caberfae-peaks-us,Caberfae Peaks,MI,MI,US,United States,True,False
camden-snow-bowl-us,Camden Snow Bowl,ME,ME,US,United States,True,False
camelback-us,Camelback,PA,PA,US,United States,True,False
camp-10-us,Camp 10,WI,WI,US,United States,True,False
campgaw-mountain-us,Campgaw Mountain,NJ,NJ,US,United States,True,False
campton-mountain-us,Campton Mountain,NH,NH,US,United States,True,False
canaan-valley-us,Canaan Valley,WV,WV,US,United States,True,False
canazei-it,Canazei,Trentino-Alto Adige,Trentino-Alto Adige,IT,Italy,True,False
candanchu-es,Candanchu,Pyrenees,Pyrenees,ES,Spain,True,False
candanch-es,Candanchú,Aragon,Aragon,ES,Spain,True,False
cannon-mountain-us,Cannon Mountain,NH,NH,US,United States,True,False
cannonsburg-us,Cannonsburg,MI,MI,US,United States,True,False
cascade-mountain-us,Cascade Mountain,WI,WI,US,United States,True,False
castle-mountain-ca,Castle Mountain,AB,AB,CA,Canada,True,False
cataloochee-us,Cataloochee,NC,NC,US,United States,True,False
catamount-us,Catamount,NY,NY,US,United States,True,False
cerler-es,Cerler,Pyrenees,Pyrenees,ES,Spain,True,False
cerro-catedral-ar,Cerro Catedral,Rio Negro,Rio Negro,AR,Argentina,True,False
cervinia-it,Cervinia,Aosta Valley,Aosta Valley,IT,Italy,True,False
challenge-mountain-us,Challenge Mountain,MI,MI,US,United States,True,False
chamonix-fr,Chamonix,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
chapelco-ar,Chapelco,Neuquen,Neuquen,AR,Argentina,True,False
chapman-hill-ski-area-us,Chapman Hill Ski Area,CO,CO,US,United States,True,False
cherry-peak-us,Cherry Peak,UT,UT,US,United States,True,False
chester-bowl-us,Chester Bowl,MN,MN,US,United States,True,False
chestnut-mountain-us,Chestnut Mountain,IL,IL,US,United States,True,False
china-peak-us,China Peak,CA,CA,US,United States,True,False
christie-mountain-us,Christie Mountain,WI,WI,US,United States,True,False
christmas-mountain-us,Christmas Mountain,WI,WI,US,United States,True,False
cloudmont-ski-golf-resort-us,Cloudmont Ski & Golf Resort,AL,AL,US,United States,True,False
cochrans-ski-area-us,Cochran's Ski Area,VT,VT,US,United States,True,False
coffee-mill-us,Coffee Mill,MN,MN,US,United States,True,False
cooper-spur-us,Cooper Spur,OR,OR,US,United States,True,False
copper-mountain-us,Copper Mountain,CO,CO,US,United States,True,False
coronet-peak-nz,Coronet Peak,Otago,Otago,NZ,New Zealand,True,False
corralco-cl,Corralco,Araucanía,Araucanía,CL,Chile,True,False
cortina-dampezzo-it,Cortina d'Ampezzo,Veneto,Veneto,IT,Italy,True,False
cottonwood-butte-us,Cottonwood Butte,ID,ID,US,United States,True,False
courchevel-fr,Courchevel,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
courmayeur-it,Courmayeur,Aosta Valley,Aosta Valley,IT,Italy,True,False
cranmore-us,Cranmore,NH,NH,US,United States,True,False
cranor-ski-area-us,Cranor Ski Area,CO,CO,US,United States,True,False
crans-montana-ch,Crans-Montana,Valais,Valais,CH,Switzerland,True,False
crested-butte-us,Crested Butte,CO,CO,US,United States,True,False
crotched-mountain-us,Crotched Mountain,NH,NH,US,United States,True,False
crystal-mountain-us-226,Crystal Mountain,MI,MI,US,United States,True,False
crystal-mountain-us-60,Crystal Mountain,WA,WA,US,United States,True,False
crystal-mountain-us-309,Crystal Mountain,WI,WI,US,United States,True,False
crystal-ridge-us,Crystal Ridge,WI,WI,US,United States,True,False
cypress-mountain-ca,Cypress Mountain,BC,BC,CA,Canada,True,False
dalvk-is,Dalvík,Iceland,Iceland,IS,Iceland,True,False
dartmouth-skiway-us,Dartmouth Skiway,NH,NH,US,United States,True,False
davosklosters-ch,Davos–Klosters,Graubünden,Graubünden,CH,Switzerland,True,False
deer-mountain-us,Deer Mountain,SD,SD,US,United States,True,False
deer-valley-us,Deer Valley,UT,UT,US,United States,True,False
denton-us,Denton,PA,PA,US,United States,True,False
detroit-mountain-us,Detroit Mountain,MN,MN,US,United States,True,False
devils-head-us,Devil's Head,WI,WI,US,United States,True,False
diamond-peak-us-687,Diamond Peak,NV,NV,US,United States,True,False
diamond-peak-us-49,Diamond Peak,CA,CA,US,United States,True,False
discovery-ski-area-us,Discovery Ski Area,MT,MT,US,United States,True,False
dodge-ridge-us,Dodge Ridge,CA,CA,US,United States,True,False
dolomiti-superski-it,Dolomiti Superski,Trentino-Alto Adige,Trentino-Alto Adige,IT,Italy,True,False
donner-ski-ranch-us,Donner Ski Ranch,CA,CA,US,United States,True,False
dry-hill-us,Dry Hill,NY,NY,US,United States,True,False
eagle-point-us,Eagle Point,UT,UT,US,United States,True,False
eagle-rock-us,Eagle Rock,PA,PA,US,United States,True,False
eaglecrest-us,Eaglecrest,AK,AK,US,United States,True,False
easton-us,Easton,MA,MA,US,United States,True,False
eaton-mountain-us,Eaton Mountain,ME,ME,US,United States,True,False
echo-mountain-us,Echo Mountain,CO,CO,US,United States,True,False
echo-valley-us,Echo Valley,WA,WA,US,United States,True,False
ejder-3200-tr,Ejder 3200,Anatolia,Anatolia,TR,Turkey,True,False
el-colorado-cl,El Colorado,Santiago Metropolitan Region,Santiago Metropolitan Region,CL,Chile,True,False
eldora-us,Eldora,CO,CO,US,United States,True,False
elk-mountain-us,Elk Mountain,PA,PA,US,United States,True,False
elk-ridge-ski-area-us,Elk Ridge Ski Area,AZ,AZ,US,United States,True,False
elko-snobowl-us,Elko Snobowl,NV,NV,US,United States,True,False
engelberg-ch,Engelberg,Obwalden,Obwalden,CH,Switzerland,True,False
erciyes-tr,Erciyes,Anatolia,Anatolia,TR,Turkey,True,False
falls-creek-au,Falls Creek,Victoria,Victoria,AU,Australia,True,False
fellhorn-de,Fellhorn,Bavaria,Bavaria,DE,Germany,True,False
ferguson-ridge-us,Ferguson Ridge,OR,OR,US,United States,True,False
fernie-alpine-resort-ca,Fernie Alpine Resort,BC,BC,CA,Canada,True,False
formigal-es,Formigal,Pyrenees,Pyrenees,ES,Spain,True,False
formigalpanticosa-es,Formigal–Panticosa,Aragon,Aragon,ES,Spain,True,False
fox-hill-ski-area-us,Fox Hill Ski Area,WI,WI,US,United States,True,False
frost-fire-us,Frost Fire,ND,ND,US,United States,True,False
furano-jp,Furano,Hokkaido,Hokkaido,JP,Japan,True,False
gala-yuzawa-jp,GALA Yuzawa,Niigata,Niigata,JP,Japan,True,False
garland-resort-us,Garland Resort,MI,MI,US,United States,True,False
garmisch-classic-de,Garmisch-Classic,Bavaria,Bavaria,DE,Germany,True,False
garmisch-partenkirchen-de,Garmisch-Partenkirchen,Bavaria,Bavaria,DE,Germany,True,False
geilo-no,Geilo,Norway,Norway,NO,Norway,True,False
geto-kogen-jp,Geto Kogen,Iwate,Iwate,JP,Japan,True,False
giants-ridge-us,Giants Ridge,MN,MN,US,United States,True,False
glen-eden-ca,Glen Eden,ON,ON,CA,Canada,True,False
gore-mountain-us,Gore Mountain,NY,NY,US,United States,True,False
grand-targhee-us,Grand Targhee,WY,WY,US,United States,True,False
granite-gorge-us,Granite Gorge,NH,NH,US,United States,True,False
granite-peak-us,Granite Peak,WI,WI,US,United States,True,False
granlibakken-us,Granlibakken,CA,CA,US,United States,True,False
great-bear-us,Great Bear,SD,SD,US,United States,True,False
great-divide-us,Great Divide,MT,MT,US,United States,True,False
greek-peak-us,Greek Peak,NY,NY,US,United States,True,False
gstaad-ch,Gstaad,Bern,Bern,CH,Switzerland,True,False
gudauri-ge,Gudauri,Mtskheta-Mtianeti,Mtskheta-Mtianeti,GE,Georgia,True,False
gunstock-us,Gunstock,NH,NH,US,United States,True,False
hafjell-no,Hafjell,Norway,Norway,NO,Norway,True,False
hakuba-jp,Hakuba,Nagano,Nagano,JP,Japan,True,False
hard-ack-us,Hard 'Ack,VT,VT,US,United States,True,False
harrington-hill-us,Harrington Hill,VT,VT,US,United States,True,False
hatley-pointe-us,Hatley Pointe,NC,NC,US,United States,True,False
hatsvali-mestia-ge,Hatsvali – Mestia,Samegrelo-Zemo Svaneti,Samegrelo-Zemo Svaneti,GE,Georgia,True,False
haystack-us,Haystack,VT,VT,US,United States,True,False
heavenly-us,Heavenly,CA,CA,US,United States,True,False
heiliger-huegel-us,Heiliger Huegel,WI,WI,US,United States,True,False
hemsedal-no-759,Hemsedal,Norway,Norway,NO,Norway,True,False
hemsedal-no-424,Hemsedal,Viken,Viken,NO,Norway,True,False
hermon-mountain-us,Hermon Mountain,ME,ME,US,United States,True,False
hesperus-ski-area-us,Hesperus Ski Area,CO,CO,US,United States,True,False
hickory-us,Hickory,NY,NY,US,United States,True,False
hickory-hills-us,Hickory Hills,MI,MI,US,United States,True,False
hidden-valley-us-238,Hidden Valley,MO,MO,US,United States,True,False
hidden-valley-us-280,Hidden Valley,PA,PA,US,United States,True,False
hidden-valley-us-507,Hidden Valley,NJ,NJ,US,United States,True,False
hilltop-us,Hilltop,AK,AK,US,United States,True,False
hloarfjall-is,Hlíoarfjall,Iceland,Iceland,IS,Iceland,True,False
hoedown-hill-us,Hoedown Hill,CO,CO,US,United States,True,False
hogadon-us,Hogadon,WY,WY,US,United States,True,False
holiday-mountain-us,Holiday Mountain,NY,NY,US,United States,True,False
holiday-mountain-ca,Holiday Mountain,MB,MB,CA,Canada,True,False
holiday-valley-us,Holiday Valley,NY,NY,US,United States,True,False
holimont-us,Holimont,NY,NY,US,United States,True,False
homewood-us,Homewood,CA,CA,US,United States,True,False
hoodoo-us,Hoodoo,OR,OR,US,United States,True,False
hrnerbahn-de,Hörnerbahn,Bavaria,Bavaria,DE,Germany,True,False
horseshoe-ca,Horseshoe,ON,ON,CA,Canada,True,False
howelsen-hill-us,Howelsen Hill,CO,CO,US,United States,True,False
huff-hills-us,Huff Hills,ND,ND,US,United States,True,False
hunter-mountain-us,Hunter Mountain,NY,NY,US,United States,True,False
hurricane-ridge-us,Hurricane Ridge,WA,WA,US,United States,True,False
hyland-us,Hyland,MN,MN,US,United States,True,False
indianhead-us,Indianhead,MI,MI,US,United States,True,False
ischgl-at,Ischgl,Tyrol,Tyrol,AT,Austria,True,False
isola-2000-fr,Isola 2000,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,FR,France,True,False
jack-frost-us,Jack Frost,PA,PA,US,United States,True,False
jackson-hole-us,Jackson Hole,WY,WY,US,United States,True,False
jasna-sk,Jasna,Zilina,Zilina,SK,Slovakia,True,False
jay-peak-us,Jay Peak,VT,VT,US,United States,True,False
jiminy-peak-us,Jiminy Peak,MA,MA,US,United States,True,False
june-mountain-us,June Mountain,CA,CA,US,United States,True,False
kagura-jp,Kagura,Niigata,Niigata,JP,Japan,True,False
kanc-us,Kanc,NH,NH,US,United States,True,False
kanzelwand-de,Kanzelwand,Bavaria,Bavaria,DE,Germany,True,False
kasprowy-wierch-pl,Kasprowy Wierch,Lesser Poland,Lesser Poland,PL,Poland,True,False
kelly-canyon-us,Kelly Canyon,ID,ID,US,United States,True,False
kendall-mountain-ski-area-us,Kendall Mountain Ski Area,CO,CO,US,United States,True,False
kettlebowl-us,Kettlebowl,WI,WI,US,United States,True,False
kewaunee-county-us,Kewaunee County,WI,WI,US,United States,True,False
keyes-peak-us,Keyes Peak,WI,WI,US,United States,True,False
keystone-us,Keystone,CO,CO,US,United States,True,False
kicking-horse-mountain-ca,Kicking Horse Mountain,BC,BC,CA,Canada,True,False
killington-pico-us,Killington-Pico,VT,VT,US,United States,True,False
kimberley-ca,Kimberley,BC,BC,CA,Canada,True,False
king-pine-us,King Pine,NH,NH,US,United States,True,False
kirkwood-us,Kirkwood,CA,CA,US,United States,True,False
kiroro-jp,Kiroro,Hokkaido,Hokkaido,JP,Japan,True,False
kissing-bridge-us,Kissing Bridge,NY,NY,US,United States,True,False
kitzbhel-at,Kitzbühel,Tyrol,Tyrol,AT,Austria,True,False
klnovec-cz,Klínovec,Karlovy Vary,Karlovy Vary,CZ,Czech Republic,True,False
kranjska-gora-si,Kranjska Gora,Carniola,Carniola,SI,Slovenia,True,False
kronplatz-it,Kronplatz,Trentino-Alto Adige,Trentino-Alto Adige,IT,Italy,True,False
kulusuk-gl,Kulusuk,Eastern Greenland,Eastern Greenland,GL,Greenland,True,False
kvitfjell-no,Kvitfjell,Norway,Norway,NO,Norway,True,False
la-clusaz-fr,La Clusaz,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
la-molina-es,La Molina,Pyrenees,Pyrenees,ES,Spain,True,False
la-norma-fr,La Norma,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
la-parva-cl,La Parva,Santiago Metropolitan Region,Santiago Metropolitan Region,CL,Chile,True,False
la-plagne-fr,La Plagne,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
la-thuile-it,La Thuile,Aosta Valley,Aosta Valley,IT,Italy,True,False
labrador-mountain-us,Labrador Mountain,NY,NY,US,United States,True,False
lake-city-ski-hill-us,Lake City Ski Hill,CO,CO,US,United States,True,False
lake-louise-ca,Lake Louise,AB,AB,CA,Canada,True,False
las-lenas-ar,Las Lenas,Mendoza,Mendoza,AR,Argentina,True,False
laurel-mountain-us,Laurel Mountain,PA,PA,US,United States,True,False
le-grand-bornand-fr,Le Grand-Bornand,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
le-massif-ca,Le Massif,QC,QC,CA,Canada,True,False
le-sauze-super-sauze-fr,Le Sauze / Super Sauze,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,FR,France,True,False
leavenworth-us,Leavenworth,WA,WA,US,United States,True,False
lee-canyon-us,Lee Canyon,NV,NV,US,United States,True,False
les-arcs-fr,Les Arcs,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
les-carroz-fr,Les Carroz,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
les-deux-alpes-fr,Les Deux Alpes,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
les-orres-fr,Les Orres,Provence,Provence,FR,France,True,False
liberty-mountain-us,Liberty Mountain,PA,PA,US,United States,True,False
little-ski-hill-us,Little Ski Hill,ID,ID,US,United States,True,False
little-switzerland-us,Little Switzerland,WI,WI,US,United States,True,False
living-memorial-park-us,Living Memorial Park,VT,VT,US,United States,True,False
lonesome-pine-trails-us,Lonesome Pine Trails,ME,ME,US,United States,True,False
lookout-pass-us-108,Lookout Pass,ID,ID,US,United States,True,False
lookout-pass-us-243,Lookout Pass,MT,MT,US,United States,True,False
loon-mountain-us,Loon Mountain,NH,NH,US,United States,True,False
lost-trail-us,Lost Trail,MT,MT,US,United States,True,False
lost-trail-powder-mountain-us,Lost Trail Powder Mountain,ID,ID,US,United States,True,False
lost-valley-us,Lost Valley,ME,ME,US,United States,True,False
loup-loup-us,Loup Loup,WA,WA,US,United States,True,False
loveland-us,Loveland,CO,CO,US,United States,True,False
lutsen-mountains-us,Lutsen Mountains,MN,MN,US,United States,True,False
lyndon-outing-club-us,Lyndon Outing Club,VT,VT,US,United States,True,False
mad-river-us,Mad River,OH,OH,US,United States,True,False
mad-river-glen-us,Mad River Glen,VT,VT,US,United States,True,False
madarao-jp,Madarao,Nagano,Nagano,JP,Japan,True,False
madonna-di-campiglio-it,Madonna di Campiglio,Trentino,Trentino,IT,Italy,True,False
magic-mountain-us-298,Magic Mountain,VT,VT,US,United States,True,False
magic-mountain-us-211,Magic Mountain,ID,ID,US,United States,True,False
majestic-heli-ski-us,Majestic Heli Ski,AK,AK,US,United States,True,False
mammoth-mountain-us,Mammoth Mountain,CA,CA,US,United States,True,False
manning-park-ca,Manning Park,BC,BC,CA,Canada,True,False
marble-mountain-ca,Marble Mountain,NL,NL,CA,Canada,True,False
mariborsko-pohorje-si,Mariborsko Pohorje,Styria,Styria,SI,Slovenia,True,False
marmot-basin-ca,Marmot Basin,AB,AB,CA,Canada,True,False
marquette-mountain-us,Marquette Mountain,MI,MI,US,United States,True,False
masella-es,Masella,Pyrenees,Pyrenees,ES,Spain,True,False
massanutten-us,Massanutten,VA,VA,US,United States,True,False
maverick-mountain-us,Maverick Mountain,MT,MT,US,United States,True,False
mayrhofen-at,Mayrhofen,Tyrol,Tyrol,AT,Austria,True,False
mccauley-mountain-us,McCauley Mountain,NY,NY,US,United States,True,False
mcintyre-us,McIntyre,NH,NH,US,United States,True,False
meadowlark-us,Meadowlark,WY,WY,US,United States,True,False
meany-lodge-us,Meany Lodge,WA,WA,US,United States,True,False
megve-fr,Megève,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
mribel-fr,Méribel,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,FR,France,True,False
middlebury-college-snow-bowl-us,Middlebury College Snow Bowl,VT,VT,US,United States,True,False
mission-ridge-us,Mission Ridge,WA,WA,US,United States,True,False
mittenwald-de,Mittenwald,Bavaria,Bavaria,DE,Germany,True,False
mohawk-mountain-us,Mohawk Mountain,CT,CT,US,United States,True,False
monarch-us,Monarch,CO,CO,US,United States,True,False
mont-du-lac-us,Mont Du Lac,WI,WI,US,United States,True,False
mont-orford-ca,Mont Orford,QC,QC,CA,Canada,True,False
mont-ripley-us,Mont Ripley,MI,MI,US,United States,True,False
mont-tremblant-ca,Mont Tremblant,QC,QC,CA,Canada,True,False
mont-sainte-anne-ca,Mont-Sainte-Anne,QC,QC,CA,Canada,True,False
montage-mountain-us,Montage Mountain,PA,PA,US,United States,True,False
montana-snowbowl-us,Montana Snowbowl,MT,MT,US,United States,True,False
monterosa-ski-it,Monterosa Ski,Aosta Valley,Aosta Valley,IT,Italy,True,False
montgenvre-fr,Montgenèvre,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,FR,France,True,False
moonlight-basin-us,Moonlight Basin,MT,MT,US,United States,True,False
moose-mountain-us,Moose Mountain,AK,AK,US,United States,True,False
mount-baker-us,Mount Baker,WA,WA,US,United States,True,False
mount-eustis-us,Mount Eustis,NH,NH,US,United States,True,False
mount-eyak-us,Mount Eyak,AK,AK,US,United States,True,False
mount-greylock-us,Mount Greylock,MA,MA,US,United States,True,False
mount-hotham-au,Mount Hotham,Victoria,Victoria,AU,Australia,True,False
mount-hutt-nz,Mount Hutt,Canterbury,Canterbury,NZ,New Zealand,True,False
mount-itasca-us,Mount Itasca,MN,MN,US,United States,True,False
mount-jefferson-us,Mount Jefferson,ME,ME,US,United States,True,False
mount-kato-us,Mount Kato,MN,MN,US,United States,True,False
mount-norquay-ca,Mount Norquay,AB,AB,CA,Canada,True,False
mount-peter-us,Mount Peter,NY,NY,US,United States,True,False
mount-prospect-us,Mount Prospect,NH,NH,US,United States,True,False
mount-rose-us,Mount Rose,NV,NV,US,United States,True,False
mount-shasta-ski-park-us,Mount Shasta Ski Park,CA,CA,US,United States,True,False
mount-sima-ca,Mount Sima,YT,YT,CA,Canada,True,False
mount-snow-us,Mount Snow,VT,VT,US,United States,True,False
mount-southington-us,Mount Southington,CT,CT,US,United States,True,False
mount-st-louis-moonstone-ca,Mount St. Louis Moonstone,ON,ON,CA,Canada,True,False
mount-sunapee-us,Mount Sunapee,NH,NH,US,United States,True,False
mount-waterman-us,Mount Waterman,CA,CA,US,United States,True,False
mountain-creek-us,Mountain Creek,NJ,NJ,US,United States,True,False
mountain-high-us,Mountain High,CA,CA,US,United States,True,False
mountain-view-us,Mountain View,PA,PA,US,United States,True,False
mt-aggie-us,Mt Aggie,TX,TX,US,United States,True,False
mt-abram-us-460,Mt. Abram,ME,ME,US,United States,True,False
mt-abram-us-224,Mt. Abram,ME,ME,US,United States,True,False
mt-ashland-us,Mt. Ashland,OR,OR,US,United States,True,False
mt-bachelor-us,Mt. Bachelor,OR,OR,US,United States,True,False
mt-baldy-us,Mt. Baldy,CA,CA,US,United States,True,False
mt-bohemia-us,Mt. Bohemia,MI,MI,US,United States,True,False
mt-brighton-us,Mt. Brighton,MI,MI,US,United States,True,False
mt-crescent-us-558,Mt. Crescent,IA,IA,US,United States,True,False
mt-crescent-us-253,Mt. Crescent,NE,NE,US,United States,True,False
mt-holiday-us,Mt. Holiday,MI,MI,US,United States,True,False
mt-holly-us,Mt. Holly,MI,MI,US,United States,True,False
mt-hood-meadows-us,Mt. Hood Meadows,OR,OR,US,United States,True,False
mt-la-crosse-us,Mt. La Crosse,WI,WI,US,United States,True,False
mt-lemmon-us,Mt. Lemmon,AZ,AZ,US,United States,True,False
mt-mcsauba-us,Mt. McSauba,MI,MI,US,United States,True,False
mt-rose-us,Mt. Rose,CA,CA,US,United States,True,False
mt-spokane-us,Mt. Spokane,WA,WA,US,United States,True,False
mt-zion-us,Mt. Zion,MI,MI,US,United States,True,False
mulligans-hollow-us,Mulligan's Hollow,MI,MI,US,United States,True,False
myoko-kogen-jp,Myoko Kogen,Nagano,Nagano,JP,Japan,True,False
myoko-suginohara-jp,Myoko Suginohara,Niigata,Niigata,JP,Japan,True,False
naeba-jp,Naeba,Niigata,Niigata,JP,Japan,True,False
nakiska-ca,Nakiska,AB,AB,CA,Canada,True,False
narvikfjellet-no,Narvikfjellet,Norway,Norway,NO,Norway,True,False
nashoba-valley-us,Nashoba Valley,MA,MA,US,United States,True,False
navarino-slopes-us,Navarino Slopes,WI,WI,US,United States,True,False
nebelhorn-de,Nebelhorn,Bavaria,Bavaria,DE,Germany,True,False
nevados-de-chilln-cl,Nevados de Chillán,Ñuble,Ñuble,CL,Chile,True,False
niseko-jp,Niseko,Hokkaido,Hokkaido,JP,Japan,True,False
nordic-mountain-us,Nordic Mountain,WI,WI,US,United States,True,False
nordic-valley-us,Nordic Valley,UT,UT,US,United States,True,False
